,posterior_g1,posterior_g2,posterior_g3,posterior_beta2,posterior_beta1,posterior_beta3,posterior_rho
62,2.04639,-0.0019755573,0.06173315,0.7921249270439148,0.10097905248403549,4.3447948,0.34599337
63,1.9097005,0.012939007,0.060426947,0.5525696873664856,0.12304139137268066,3.9130018,0.43894193
64,2.0797174,0.004342143,0.049574748,0.8115510940551758,0.05514121800661087,4.1638837,0.3465372
65,2.032156,-0.001077092,0.06729976,0.7259356379508972,0.06375861912965775,3.702321,0.39596498
66,2.023985,-0.0042663696,0.11985541,0.713974118232727,0.04587399959564209,3.7272592,0.40982226
67,2.387772,-0.013227013,0.08146434,0.5650045275688171,0.02488410659134388,2.286725,0.69943875
68,1.9242789,0.03634871,-0.0077011143,0.5517972111701965,0.13738133013248444,4.2004294,0.3731361
69,2.328898,-0.006842729,0.026482176,0.850727915763855,0.05017190799117088,2.860661,0.51433563
70,1.9746449,-0.005302444,0.090439014,0.629091739654541,0.054184090346097946,3.3721933,0.45195475
71,1.842232,-0.011337776,-0.020443363,0.5167157053947449,0.16198235750198364,4.8485637,0.23311266
72,2.0229514,-0.031691603,0.08294195,0.6848505735397339,0.05187666416168213,4.133955,0.32851577
73,2.0586262,-0.014286635,0.09216483,0.7664301991462708,0.047238051891326904,3.7885997,0.34986743
74,2.1441886,0.07439297,0.071608454,0.8712880611419678,0.09483234584331512,3.6262887,0.41648144
75,2.1570802,-0.054691523,0.02947442,0.813172459602356,0.04670955240726471,4.13126,0.30732587
76,2.1075945,0.029400708,0.04539271,0.8316968679428101,0.061236631125211716,4.089814,0.36962444
77,2.2126648,0.027789403,0.03577859,0.9059239029884338,0.09117375314235687,3.7817733,0.38584918
78,1.8780563,0.036469486,0.0777642,0.558260977268219,0.07541719824075699,4.438853,0.29160178
79,2.091888,0.012142668,0.10601327,0.8968442678451538,0.04759754613041878,3.8174653,0.38137487
80,2.135272,0.004393926,0.001782359,0.8132306337356567,0.0497811883687973,4.1195154,0.3107215
