,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3,posterior_g4
310,0.5561875,0.993506,2.394898,0.006267281,-0.15716974,0.2513328
311,0.053563103,0.88191503,2.017672,-0.0045592757,-0.14892074,0.23329973
312,-0.10947666,0.8586764,2.2330468,-0.0059024836,-0.14468032,0.24163806
313,0.6303209,0.9239136,2.15448,0.012060432,-0.18555528,0.22072926
314,0.39051163,0.9332476,2.2148972,0.02099615,-0.18258032,0.2530726
315,0.31764266,0.90290767,2.367504,0.011287876,-0.15475076,0.21084559
316,0.16045715,0.8521205,1.9896915,-0.02973356,-0.18112142,0.25218937
317,0.5075032,0.87452984,2.077283,0.0064405226,-0.1464288,0.16162167
318,-0.66625774,0.728639,2.2386775,-0.038609285,-0.19796443,0.32077292
319,0.81785685,0.7906124,2.3814778,-0.011687313,-0.20490596,0.3102421
320,-0.18493117,0.84782106,2.094705,-0.035459153,-0.18144402,0.27938616
321,-0.5600365,0.7916215,2.4110768,-0.030120477,-0.18120566,0.3065238
322,0.31674984,0.9017336,2.2806797,-0.028515832,-0.16733435,0.26659158
323,0.339932,0.9886552,2.1064434,0.019668952,-0.17389427,0.2261229
324,0.023970116,0.9919508,2.0386224,-0.008305093,-0.17454883,0.31555104
325,0.040061392,0.9849114,2.029941,0.02185923,-0.22366591,0.2817658
326,-0.16034599,0.8347103,2.2940247,0.013959355,-0.16780859,0.27269998
327,0.41431502,0.93003935,2.1112635,-0.0030437638,-0.20290688,0.268523
328,-0.38204882,0.8380764,2.3560076,-0.008155467,-0.17543015,0.24547546
329,0.7369016,0.8289081,2.4853656,-0.026459254,-0.21280247,0.2861026
330,-0.3193644,0.8642873,2.3369873,0.010716575,-0.20606679,0.30094984
331,-0.15332948,0.9350002,2.511622,0.03639006,-0.1564692,0.25645813
332,-0.6628421,0.6355518,2.3029263,0.021192055,-0.13933024,0.2222729
333,-0.27563938,0.8307818,2.1695318,0.008840121,-0.20806354,0.25817993
334,0.31425017,1.0037056,2.3527286,-0.043174285,-0.18023656,0.2902903
335,-0.07717438,1.0126233,2.0955799,-0.010643581,-0.21110138,0.25802633
336,0.95901054,0.6877116,2.5766218,-0.02768608,-0.18442802,0.25706983
337,-0.016131211,0.8777881,2.088233,0.002743679,-0.17860955,0.27500004
338,0.4621416,0.81632084,2.0359578,-0.03780401,-0.1861027,0.27417025
339,-0.30940872,0.7736841,1.9347031,-0.00948449,-0.18652774,0.31921744
340,-0.59203494,0.76641273,2.2058296,-0.01186207,-0.19170801,0.28080425
341,0.04112795,0.9232291,2.0891826,0.02175637,-0.1872581,0.2556632
342,-0.55469966,0.76240355,2.5492425,-0.013797306,-0.18452756,0.2660237
