,posterior_g1,posterior_beta2,posterior_beta1,posterior_beta3,posterior_rho
217,1.7232536,0.58926463,0.2154005765914917,4.916846,0.28947678
218,1.8753664,0.54098904,0.07805971801280975,5.16952,0.21976088
219,1.9889169,0.4873995,0.05707641318440437,3.6356704,0.41682968
220,1.704469,0.6303479,0.18695540726184845,5.120739,0.28768724
221,1.7091098,0.6581728,0.18977373838424683,5.116144,0.23314787
222,1.7286841,0.66459316,0.18364952504634857,4.646274,0.30896986
223,1.9108659,0.5151766,0.12178996205329895,4.9214635,0.28784493
224,1.9832517,0.69252694,0.09869705885648727,4.498017,0.2965696
225,2.0196888,0.70096165,0.11367204785346985,4.5839157,0.33040658
226,1.7321341,0.6175466,0.15266954898834229,5.0144672,0.21703483
227,1.7463022,0.5470785,0.24181047081947327,5.3629613,0.31824118
228,1.8019938,0.5587608,0.12789420783519745,5.3675337,0.19084834
229,1.8166933,0.54477334,0.18430155515670776,5.3807745,0.25770295
230,1.7629912,0.52939105,0.2202337384223938,4.9884644,0.31717107
231,1.9325538,0.59574395,0.08178926259279251,4.397177,0.2895432
232,1.8896329,0.5502112,0.10621083527803421,4.2678695,0.31508565
233,1.7719842,0.545183,0.19131222367286682,5.553162,0.2534073
234,1.9060919,0.5625384,0.10532961785793304,4.4155874,0.30167153
235,1.8772479,0.53202,0.1155264750123024,4.898356,0.25870585
236,1.5817156,0.80900866,0.1911693513393402,5.1792803,0.31242242
237,1.9115337,0.52651244,0.06677810847759247,4.813366,0.27390516
238,1.8832573,0.5567456,0.09099185466766357,4.6234612,0.2338709
239,1.8140289,0.5686642,0.15374436974525452,4.8900332,0.2590043
240,1.854014,0.55895936,0.13141994178295135,5.0869913,0.24550073
241,1.6494552,0.7464737,0.1732397824525833,5.0102797,0.26651958
242,1.780761,0.523443,0.21410240232944489,5.4035697,0.2763659
243,2.1078563,0.7613105,0.04526359215378761,3.8282228,0.34139013
244,1.7702469,0.53185296,0.1739278882741928,4.8001766,0.26857188
245,1.8490909,0.5045333,0.10861977934837341,5.293951,0.20845981
246,1.9195875,0.5708897,0.09933911263942719,4.8591638,0.27465752
247,1.7538718,0.5212614,0.17246730625629425,4.8550544,0.2776045
248,1.9349883,0.5584959,0.11344218254089355,4.790144,0.3276503
249,1.9903432,0.6021133,0.12302674353122711,4.003377,0.40519887
250,1.7857416,0.4704855,0.18364928662776947,4.6976824,0.31610963
251,1.7889397,0.51844764,0.20156249403953552,4.8298764,0.3073502
252,1.8873545,0.6042651,0.04986855760216713,4.835229,0.22933175
253,1.9049841,0.51562494,0.11463161557912827,4.996286,0.25803265
254,2.0001578,0.6428698,0.06918459385633469,4.1614685,0.35487884
255,1.7640198,0.64290684,0.19641833007335663,4.752311,0.28502926
256,1.8505462,0.5431082,0.16275592148303986,5.3977118,0.25886068
257,1.6472455,0.78816456,0.15698377788066864,5.5859475,0.17637736
258,1.7793409,0.58582747,0.19777840375900269,5.5580893,0.2294112
259,1.975765,0.64775115,0.057774145156145096,4.2246795,0.29172376
260,1.7499486,0.6154754,0.17870348691940308,5.4455333,0.22808799
261,1.749552,0.5561131,0.1956121176481247,4.789403,0.2943423
262,1.757056,0.5851134,0.19577670097351074,5.0911,0.27616462
263,1.7664229,0.58155715,0.1914701759815216,4.8645215,0.2709208
264,1.9703134,0.67178935,0.06031063199043274,5.1956935,0.22974297
265,1.7651266,0.48853087,0.199534609913826,4.759753,0.31142795
266,2.026215,0.52274007,0.10518582165241241,3.5781226,0.5061894
267,1.9103856,0.53596157,0.13154402375221252,4.806992,0.32636592
268,2.1200566,0.83962154,0.051735375076532364,4.145947,0.30351946
269,1.7830912,0.55950415,0.12207745015621185,5.6946855,0.16164741
270,1.6619767,0.7476552,0.20039597153663635,5.4402013,0.2642834
271,1.7863286,0.55674714,0.11506348848342896,5.652508,0.17847888
272,1.849911,0.5778904,0.14197435975074768,5.3018775,0.2247387
273,1.9943768,0.6700059,0.1090809628367424,4.2531633,0.37545604
274,1.832367,0.57324153,0.1633838415145874,5.066263,0.22149156
275,1.6904978,0.6244745,0.23871508240699768,5.6992073,0.29975823
276,1.9467273,0.56772906,0.09261681884527206,4.842431,0.26201662
277,1.9185044,0.5537146,0.0873461365699768,3.9763477,0.34250718
278,1.990905,0.59040385,0.06599787622690201,4.1504035,0.3560937
279,1.8449928,0.5397908,0.09461823105812073,5.2156873,0.22407189
280,1.8540758,0.57321787,0.12408022582530975,5.247398,0.22144313
281,1.7235352,0.621857,0.09977099299430847,4.4944763,0.24657923
282,2.0304453,0.67863905,0.06447932869195938,4.5298405,0.2961353
283,1.7871026,0.6261312,0.19683313369750977,5.5463386,0.23831452
284,1.806601,0.5703431,0.12017683684825897,5.434362,0.18482207
285,1.7852446,0.6190948,0.14481589198112488,5.1736236,0.20894177
286,1.7925845,0.61190253,0.13484960794448853,5.2033944,0.19582471
287,1.8774694,0.47003892,0.14821594953536987,4.621515,0.3111964
288,2.0848618,0.73797375,0.0923042818903923,4.365748,0.34719557
289,1.9238758,0.506948,0.09924458712339401,4.727653,0.2781108
290,1.5669343,0.8683166,0.20089301466941833,5.418105,0.30252963
291,2.0228274,0.6635813,0.054022885859012604,4.6704583,0.28116238
292,1.9122779,0.5933314,0.09486143290996552,5.079214,0.2223232
293,1.9560951,0.62552357,0.10610812157392502,4.588452,0.31125703
294,2.0451932,0.5972852,0.06616207957267761,3.98029,0.37919143
295,1.9162352,0.55547345,0.11787747591733932,4.699528,0.29701236
296,1.9616632,0.6569084,0.03047248348593712,4.614442,0.22840127
297,1.8729905,0.5549485,0.11931201815605164,5.110287,0.23572569
298,1.8232632,0.5335568,0.13475622236728668,5.0629725,0.23817381
299,1.7574651,0.64048386,0.1435602605342865,5.3181567,0.18684803
300,1.7366207,0.60369045,0.2001570761203766,5.911407,0.21238402
301,1.7584274,0.5599697,0.15893076360225677,4.964746,0.24245958
302,2.0134814,0.73238903,0.09749893099069595,4.403967,0.32566747
303,1.567394,0.87371904,0.19808989763259888,6.209909,0.24372028
304,1.847329,0.5320345,0.1449483036994934,4.589136,0.2900705
305,1.8146237,0.5873897,0.14250613749027252,5.114805,0.23885082
306,1.9103101,0.5071754,0.13469922542572021,4.772652,0.29606596
307,1.9417835,0.5820085,0.0802498534321785,4.8376937,0.24067466
308,1.8106595,0.52039814,0.1879313737154007,5.063952,0.28240862
309,1.9313627,0.5778151,0.08457248657941818,4.3981805,0.29468414
310,1.8645594,0.5515482,0.12279131263494492,4.511936,0.25727615
311,1.7730813,0.518642,0.23867660760879517,4.5746136,0.38834244
