,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6
89,-0.56475484,0.3184993,2.881027,-0.57854265,-2.2265258,0.33410507,-0.59938115,1.9808156
90,-0.33601108,0.32272384,4.192493,-2.0924768,1.06906,0.30005208,-2.106783,-1.284786
91,-0.47700563,0.35657695,1.0873421,1.1464224,-2.009189,0.30571657,1.1582599,1.8163755
92,-0.5011718,0.28536844,1.2239726,1.0663428,0.8179775,0.3708232,1.0866222,-1.0711907
93,-0.70404917,0.25874653,0.43133074,1.8846998,0.33039975,0.3675192,1.8709869,-0.58400387
94,-0.4633007,0.34017316,1.1244519,1.14526,-0.32477432,0.36017725,1.1318532,0.052754965
95,-0.51522917,0.33662978,1.3940969,0.82262045,-1.2628706,0.37076655,0.7539799,1.0061008
96,-0.6410515,0.3021505,0.7880594,1.3428787,-0.39122435,0.39047796,1.3875421,0.18236628
97,-0.8902591,0.23086236,3.9368665,-1.6807531,0.18103279,0.21265401,-1.7284495,-0.25238
98,-0.61422855,0.28683963,0.4304037,1.8565465,0.023518108,0.24815856,1.8415381,-0.14335081
99,-0.2938172,0.37047726,0.27469587,1.8988073,0.34898165,0.30728906,1.9137676,-0.5536293
100,-0.45299387,0.33658475,3.774811,-1.7297758,-0.3556372,0.30162823,-1.9492605,0.15717211
101,-0.48347273,0.342181,3.6418731,-1.5234147,0.007130943,0.3697868,-1.52881,-0.20090422
102,-0.5089554,0.32399994,1.4022797,0.8020951,-1.0403944,0.22015712,0.7729862,0.8407867
103,-0.9625065,0.18677402,1.3071437,0.95986944,-0.274588,0.39609927,0.9889334,-0.007864598
104,-0.4389857,0.36165908,0.8811765,1.4528942,1.604558,0.47528428,1.4864248,-1.9709902
105,-0.4361341,0.33318692,1.0357953,1.2117348,-1.0940949,0.29548505,1.2264801,0.8960333
106,-0.64375967,0.29692018,2.0110538,0.21135716,-0.26418275,0.32740343,0.13462761,0.04668151
107,-0.65090233,0.29002273,1.9928666,0.2844021,-0.7907772,0.2560338,0.32859507,0.66089684
108,-0.50205654,0.3217915,3.1950614,-0.994604,-0.80511457,0.2713204,-0.99574846,0.607233
