,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6
26,-0.11410149,0.5237514,0.46187654,1.7511376,-0.5474475,0.4458511,1.7941132,0.362491
27,-0.4422897,0.41180182,3.4705732,-1.0523645,-1.6017425,0.54342574,-1.1497134,1.4936368
28,-0.72000134,0.45296094,2.4962265,-0.5677164,-0.555725,0.41737005,-0.5564494,0.47844884
29,0.6461393,0.4476904,0.40891665,1.8780288,2.493948,0.67298996,1.8643086,-2.5872262
30,-0.16443932,0.62379456,-0.4240101,2.7697148,-0.17959426,0.5999171,2.8373077,-0.5270917
31,0.7394362,0.35420853,1.5865109,0.38750622,-1.3097278,0.53377336,0.52399695,1.3014283
32,-0.6288029,0.48218554,0.3959372,1.9366533,-0.27160004,0.41744158,1.9812428,-0.28022268
33,0.2985571,0.5836898,0.5057579,1.7683164,1.4997289,0.3521866,1.8206893,-1.8733743
34,0.5035711,0.5145844,1.1726302,1.1028728,-2.0240047,0.42528698,0.99877244,1.663966
35,-0.5703876,0.49697784,-0.2930798,2.6378748,-2.476512,0.7346474,2.616333,2.1602979
36,0.3883414,0.6328482,-0.7122233,3.0438986,0.848058,0.5179318,2.9988003,-1.1401639
37,0.07166068,0.5748637,1.0907023,1.3036879,0.2865869,0.4216617,1.2110686,-0.60019124
38,0.6132856,0.4727839,0.23900722,2.2189608,1.3122056,0.33808467,2.2477622,-1.6436254
39,0.6337054,0.38731378,3.5312645,-1.6681978,2.3604622,0.56594676,-1.6190362,-2.4421525
40,-0.008510726,0.54798526,1.1687039,1.1490408,0.7031712,0.3304987,0.95549506,-0.93387
41,0.5792106,0.4787575,1.3869928,0.81181765,0.0066813077,0.5243255,0.73422116,-0.30449602
42,0.79419535,0.3251189,2.1204517,-0.16610992,-0.1915348,0.44963264,-0.28528765,-0.049489137
43,0.38668147,0.5205216,3.128655,-0.9365552,-0.12654412,0.2967222,-1.077541,-0.07356975
44,0.5994289,0.54775226,2.982961,-0.76505923,-0.664562,0.34538153,-0.8565792,0.657403
45,-0.013259898,0.46611458,2.9625504,-0.9479166,0.77091485,0.506789,-0.8497911,-0.80953187
46,-0.09831725,0.52916425,1.0850235,1.182724,-1.2193989,0.46581143,1.0720732,0.9242458
47,-0.007873351,0.52729774,1.2699081,1.1371292,0.30629283,0.3024089,1.0755321,-0.6177791
48,-0.2552945,0.55825776,1.8335457,-0.01658922,-0.68085927,0.33650512,0.06319405,0.51484567
49,0.03653693,0.6090919,2.1868646,-0.109382965,0.92015123,0.41351348,-0.26825893,-1.0553012
50,0.22901373,0.5239974,0.73006344,1.4374233,2.8493118,0.5242762,1.4368192,-2.990769
51,0.36772537,0.5250202,1.6179047,0.46777898,-0.05352137,0.43003532,0.3397536,-0.15626855
52,0.36997923,0.6138536,1.5871986,0.9311279,-1.8893327,0.32316324,0.86836123,1.5063746
53,0.48376346,0.51371574,1.2686245,1.050196,0.5523781,0.468426,1.0163618,-0.7373668
54,0.38561413,0.51745117,0.7935271,1.3972174,0.8286478,0.40831137,1.4287177,-1.0436842
55,-0.6442707,0.44003746,2.5825799,-0.52394557,0.57368696,0.28405795,-0.5489525,-0.5777001
56,0.5985184,0.4428911,-2.4341788,4.6329355,1.1702718,0.48987728,4.9325128,-1.4223051
57,0.12777083,0.6243169,1.7919235,0.2482584,0.1694635,0.35307074,0.24106161,-0.32822862
58,0.22915758,0.53507054,1.3194077,0.9176139,-1.6696379,0.44657564,0.840764,1.2375474
59,0.6435074,0.41628692,2.9220672,-0.75784785,0.095565446,0.5053958,-0.70117503,-0.12860346
