,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6,posterior_g7,posterior_beta2,posterior_beta1,posterior_beta3,posterior_rho
138,1.8090167,0.26778743,2.0958846,0.47082824,0.47560152,-2.3121374,0.12788549,0.15351071953773499,0.16293054819107056,2.217574119567871,1.1981758
139,2.3985882,0.0192883,-0.98443776,0.375038,0.13611417,0.7883672,-0.015748607,0.2981785535812378,0.18251284956932068,2.04842472076416,1.4144247
140,1.4444398,0.6987167,-1.6394511,0.432735,0.783407,1.3770494,0.096311286,0.13976730406284332,0.24975652992725372,2.469574213027954,1.1487061
141,0.4142385,1.7347844,0.88665515,0.62677747,1.8320453,-1.1534798,-0.29130745,0.05,0.21097072958946228,2.1867682933807373,1.4083534
142,3.3071208,-0.9755379,-0.5645463,0.5661184,-0.8761577,0.31826892,-0.0911808,0.7417085766792297,0.08992098271846771,2.473372220993042,0.74294645
143,-0.79512674,2.9753041,0.11462803,0.6386983,3.078184,-0.34297377,-0.14288701,0.10703890770673752,0.19797056913375854,2.1150922775268555,1.3173678
144,1.9871649,0.20223926,0.7184382,0.58961517,0.22844541,-0.8908071,-0.21360813,0.3722603917121887,0.16410095989704132,2.1798975467681885,0.96283287
145,1.6213679,0.5594593,0.42851537,0.60442805,0.52325135,-0.55482095,-0.18384053,0.3354731500148773,0.18836376070976257,2.4320600032806396,1.0153518
146,1.9901282,0.35757378,2.1660933,0.60205877,0.39958572,-2.4561148,-0.32210442,0.4816177785396576,0.2035832703113556,2.2267417907714844,1.1143891
147,0.3171239,1.7739836,2.1065314,0.5466374,1.9226358,-2.3731577,-0.21021739,0.05,0.2085258513689041,2.2755486965179443,1.1614261
148,-1.8668702,3.946994,1.4097,0.63644165,3.925751,-1.7712873,-0.18059142,0.1634412705898285,0.1916886866092682,2.996455430984497,0.84586006
149,1.0459874,1.3407834,0.06616036,0.702283,1.3672609,-0.5234503,-0.23845479,0.35008126497268677,0.18498869240283966,2.0447561740875244,1.3752601
150,0.15340455,2.2087977,2.11204,0.6935067,2.206067,-2.2185156,-0.37347803,0.18748821318149567,0.21152664721012115,2.1364831924438477,1.2768253
151,1.2632254,0.7202049,-0.07705428,0.54150885,0.874962,-0.16951704,-0.02577369,0.1522141993045807,0.25790321826934814,2.7054014205932617,1.1745133
152,2.5847425,-0.43894428,0.6294511,0.56361794,-0.31974605,-0.8099912,-0.037488453,0.05,0.2022549957036972,2.0903611183166504,1.3724599
153,-0.35623652,2.434969,-0.3102103,0.62099844,2.5888033,0.18469186,-0.1533859,0.05,0.20112363994121552,2.078415870666504,1.2075328
154,0.97165823,1.3331133,-0.43356472,0.6044156,1.3587941,0.045116194,-0.07176253,0.3153820335865021,0.16419610381126404,2.21665096282959,1.1089914
155,2.9079247,-0.607348,0.33659932,0.47869685,-0.49993145,-0.6911192,-0.10079017,0.44359442591667175,0.1867368519306183,2.3851158618927,1.1398666
156,1.2218832,0.98305905,1.8939372,0.5836748,0.9081811,-2.0063014,-0.25180244,0.2408578246831894,0.1871984302997589,2.330913782119751,1.0970942
157,2.4565952,-0.2361808,0.87923235,0.28470448,-0.08099722,-1.0552192,0.13503629,0.15893708169460297,0.20267929136753082,2.1328389644622803,1.3163958
158,-0.19152258,2.2695475,-2.2248373,0.59606296,2.2959976,2.0313098,-0.21525383,0.14716027677059174,0.23087598383426666,2.7826454639434814,1.009076
159,2.5300515,-0.37129524,-1.3124988,0.3098778,-0.36944535,1.0337178,-0.029248592,0.250912070274353,0.2340191900730133,2.7379872798919678,1.0761366
160,2.1430838,0.0834556,2.7475798,0.58643013,0.24304461,-3.0577912,-0.30891544,0.3615567982196808,0.17634381353855133,2.1443262100219727,1.1493821
161,0.18857867,2.0667078,2.3122315,0.7120745,1.949943,-2.5307434,-0.24935748,0.1617271453142166,0.23361186683177948,2.2195706367492676,1.1301255
162,1.6930791,0.6273087,0.073628314,0.4412135,0.5943186,-0.32854685,-0.047642123,0.22252576053142548,0.19751298427581787,2.07368803024292,1.2875334
163,3.5283706,-1.147116,-2.7455845,0.5680088,-1.1130244,2.4891088,0.033554163,0.1770523488521576,0.21291624009609222,2.02341628074646,1.5960063
164,2.308089,-0.051699165,-0.823985,0.4237827,0.029960318,0.6025445,-0.043509495,0.40741366147994995,0.174845889210701,2.194164752960205,1.1080446
165,0.90573686,1.3006735,1.9369932,0.65716136,1.3921691,-2.05589,-0.3085202,0.2129518985748291,0.20797418057918549,2.008408784866333,1.4060493
166,2.056784,0.1280111,1.8363678,0.40482846,0.20554459,-2.0377958,0.05655703,0.11602219939231873,0.1749693751335144,2.0822513103485107,1.1441265
167,1.2573323,1.1172165,-0.56655115,0.5164873,1.3004566,0.21932624,-0.024662977,0.5714673399925232,0.17535537481307983,2.1535801887512207,1.1411895
168,4.0935006,-1.8184785,1.0411798,0.5368988,-1.6552808,-1.2964282,0.10390887,0.2797907292842865,0.20449598133563995,2.1395087242126465,1.1529295
169,1.1497084,1.0683589,-0.3538268,0.6220997,1.0187461,0.059217542,-0.12802443,0.18866296112537384,0.199535071849823,2.580674409866333,1.0932515
170,1.3311152,0.9286163,-0.056024425,0.48698786,1.0004385,-0.32143858,-0.13301554,0.15781442821025848,0.0902542918920517,2.1978964805603027,0.8340327
171,1.6800399,0.55454165,-0.15728219,0.45899507,0.6423551,-0.2115518,-0.045626506,0.06960974633693695,0.17704394459724426,2.049238920211792,1.338292
172,0.2930274,1.9740553,-1.4403545,0.77956784,1.9787457,1.2026532,-0.3812175,0.3246903419494629,0.1806246042251587,2.176769256591797,1.2561858
173,0.8282306,1.3460778,0.31974998,0.6242339,1.4117715,-0.4132904,-0.26240385,0.17994941771030426,0.1297822743654251,2.06980037689209,1.1464617
174,1.4185203,0.8729584,0.19659087,0.65262884,0.9276988,-0.42133158,-0.33027965,0.41987085342407227,0.17555074393749237,2.1627705097198486,1.1270965
